date,secousse,magnitude,tension entre plaque
2024-01-01 01:07:00,True,0.9721533008402712,1.2100000000000002
2024-01-01 01:08:00,False,0.0,1.01
2024-01-01 01:09:00,False,0.0,1.02
2024-01-01 01:10:00,True,0.3890047628983214,1.03
2024-01-01 01:11:00,True,0.15902991153644208,1.01
2024-01-01 01:12:00,True,5.026854110621013,1.01
2024-01-01 01:13:00,False,0.0,1.02
2024-01-01 01:14:00,False,0.0,1.03
2024-01-01 01:15:00,True,5.574416403616617,1.04
2024-01-01 01:16:00,True,4.32043169731369,1.05
2024-01-01 01:17:00,False,0.0,1.06
2024-01-01 01:18:00,False,0.0,1.07
2024-01-01 01:19:00,False,0.0,1.08
2024-01-01 01:20:00,False,0.0,1.09
2024-01-01 01:21:00,False,0.0,1.1
2024-01-01 01:22:00,False,0.0,1.11
2024-01-01 01:23:00,False,0.0,1.12
2024-01-01 01:24:00,False,0.0,1.1300000000000001
2024-01-01 01:25:00,False,0.0,1.1400000000000001
2024-01-01 01:26:00,True,0.1224733566265378,1.1500000000000001
2024-01-01 01:27:00,False,0.0,1.01
2024-01-01 01:28:00,False,0.0,1.02
2024-01-01 01:29:00,False,0.0,1.03
2024-01-01 01:30:00,False,0.0,1.04
2024-01-01 01:31:00,True,6.1559822839881075,1.05
2024-01-01 01:32:00,False,0.0,1.06
2024-01-01 01:33:00,False,0.0,1.07
2024-01-01 01:34:00,False,0.0,1.08
2024-01-01 01:35:00,False,0.0,1.09
2024-01-01 01:36:00,False,0.0,1.1
2024-01-01 01:37:00,False,0.0,1.11
2024-01-01 01:38:00,False,0.0,1.12
2024-01-01 01:39:00,True,0.6052656623824587,1.1300000000000001
2024-01-01 01:40:00,False,0.0,1.01
2024-01-01 01:41:00,False,0.0,1.02
2024-01-01 01:42:00,False,0.0,1.03
2024-01-01 01:43:00,False,0.0,1.04
2024-01-01 01:44:00,True,6.441621160185786,1.05
2024-01-01 01:45:00,True,0.5219094166110834,1.06
2024-01-01 01:46:00,False,0.0,1.01
2024-01-01 01:47:00,False,0.0,1.02
2024-01-01 01:48:00,False,0.0,1.03
2024-01-01 01:49:00,False,0.0,1.04
2024-01-01 01:50:00,True,5.518049502624747,1.05
2024-01-01 01:51:00,False,0.0,1.06
2024-01-01 01:52:00,False,0.0,1.07
2024-01-01 01:53:00,False,0.0,1.08
2024-01-01 01:54:00,False,0.0,1.09
2024-01-01 01:55:00,False,0.0,1.1
2024-01-01 01:56:00,False,0.0,1.11
2024-01-01 01:57:00,False,0.0,1.12
2024-01-01 01:58:00,False,0.0,1.1300000000000001
2024-01-01 01:59:00,False,0.0,1.1400000000000001
2024-01-01 02:00:00,False,0.0,1.1500000000000001
2024-01-01 02:01:00,False,0.0,1.1600000000000001
2024-01-01 02:02:00,False,0.0,1.1700000000000002
2024-01-01 02:03:00,False,0.0,1.1800000000000002
2024-01-01 02:04:00,False,0.0,1.1900000000000002
2024-01-01 02:05:00,False,0.0,1.2000000000000002
2024-01-01 02:06:00,False,0.0,1.2100000000000002
2024-01-01 02:07:00,False,0.0,1.2200000000000002
2024-01-01 02:08:00,False,0.0,1.2300000000000002
2024-01-01 02:09:00,False,0.0,1.2400000000000002
2024-01-01 02:10:00,False,0.0,1.2500000000000002
2024-01-01 02:11:00,False,0.0,1.2600000000000002
2024-01-01 02:12:00,False,0.0,1.2700000000000002
2024-01-01 02:13:00,False,0.0,1.2800000000000002
2024-01-01 02:14:00,False,0.0,1.2900000000000003
2024-01-01 02:15:00,False,0.0,1.3000000000000003
2024-01-01 02:16:00,True,0.16053377032569038,1.3100000000000003
2024-01-01 02:17:00,False,0.0,1.01
2024-01-01 02:18:00,False,0.0,1.02
2024-01-01 02:19:00,False,0.0,1.03
2024-01-01 02:20:00,True,0.922542285129836,1.04
2024-01-01 02:21:00,True,4.332452341308969,1.01
2024-01-01 02:22:00,False,0.0,1.02
2024-01-01 02:23:00,True,0.914054379088544,1.03
2024-01-01 02:24:00,False,0.0,1.01
2024-01-01 02:25:00,True,5.149623249035301,1.02
2024-01-01 02:26:00,False,0.0,1.03
2024-01-01 02:27:00,False,0.0,1.04
2024-01-01 02:28:00,True,5.703559561975071,1.05
2024-01-01 02:29:00,False,0.0,1.06
2024-01-01 02:30:00,False,0.0,1.07
2024-01-01 02:31:00,False,0.0,1.08
2024-01-01 02:32:00,True,0.6832985873049715,1.09
2024-01-01 02:33:00,False,0.0,1.01
2024-01-01 02:34:00,False,0.0,1.02
2024-01-01 02:35:00,False,0.0,1.03
2024-01-01 02:36:00,False,0.0,1.04
2024-01-01 02:37:00,True,6.713260038076298,1.05
2024-01-01 02:38:00,False,0.0,1.06
2024-01-01 02:39:00,False,0.0,1.07
2024-01-01 02:40:00,False,0.0,1.08
2024-01-01 02:41:00,False,0.0,1.09
2024-01-01 02:42:00,False,0.0,1.1
2024-01-01 02:43:00,False,0.0,1.11
2024-01-01 02:44:00,True,0.20476315541901324,1.12
2024-01-01 02:45:00,False,0.0,1.01
2024-01-01 02:46:00,True,0.6917299482543795,1.02
2024-01-01 02:47:00,False,0.0,1.01
2024-01-01 02:48:00,False,0.0,1.02
2024-01-01 02:49:00,True,5.904140748334146,1.03
2024-01-01 02:50:00,False,0.0,1.04
2024-01-01 02:51:00,True,6.285993536137833,1.05
2024-01-01 02:52:00,False,0.0,1.06
2024-01-01 02:53:00,False,0.0,1.07
2024-01-01 02:54:00,False,0.0,1.08
2024-01-01 02:55:00,False,0.0,1.09
2024-01-01 02:56:00,False,0.0,1.1
2024-01-01 02:57:00,False,0.0,1.11
2024-01-01 02:58:00,False,0.0,1.12
2024-01-01 02:59:00,False,0.0,1.1300000000000001
2024-01-01 03:00:00,False,0.0,1.1400000000000001
2024-01-01 03:01:00,False,0.0,1.1500000000000001
2024-01-01 03:02:00,False,0.0,1.1600000000000001
2024-01-01 03:03:00,False,0.0,1.1700000000000002
2024-01-01 03:04:00,False,0.0,1.1800000000000002
2024-01-01 03:05:00,True,0.9581697595482441,1.1900000000000002
2024-01-01 03:06:00,False,0.0,1.01
2024-01-01 03:07:00,True,0.9227104828557163,1.02
2024-01-01 03:08:00,False,0.0,1.01
2024-01-01 03:09:00,False,0.0,1.02
2024-01-01 03:10:00,True,0.45109921491123317,1.03
2024-01-01 03:11:00,True,1.0793029086704848,1.01
2024-01-01 03:12:00,True,6.065033121246231,1.01
2024-01-01 03:13:00,False,0.0,1.02
2024-01-01 03:14:00,False,0.0,1.03
2024-01-01 03:15:00,True,7.413004634957588,1.04
2024-01-01 03:16:00,True,7.972182307497625,1.05
2024-01-01 03:17:00,True,1.0060275083311194,1.06
2024-01-01 03:18:00,True,0.6193419142987571,1.01
2024-01-01 03:19:00,True,1.071426974888737,1.01
2024-01-01 03:20:00,True,0.16750221082957228,1.01
2024-01-01 03:21:00,False,0.0,1.01
2024-01-01 03:22:00,True,5.097718710059139,1.02
2024-01-01 03:23:00,True,1.104494584874745,1.03
2024-01-01 03:24:00,True,8.009256567709224,1.01
2024-01-01 03:25:00,True,4.565821580575909,1.02
2024-01-01 03:26:00,False,0.0,1.03
2024-01-01 03:27:00,True,0.3687408237306655,1.04
2024-01-01 03:28:00,True,7.096806609879639,1.01
2024-01-01 03:29:00,False,0.0,1.02
2024-01-01 03:30:00,False,0.0,1.03
2024-01-01 03:31:00,False,0.0,1.04
2024-01-01 03:32:00,True,5.941745263214632,1.05
2024-01-01 03:33:00,False,0.0,1.06
2024-01-01 03:34:00,False,0.0,1.07
2024-01-01 03:35:00,False,0.0,1.08
2024-01-01 03:36:00,False,0.0,1.09
2024-01-01 03:37:00,True,0.25304253772085816,1.1
2024-01-01 03:38:00,False,0.0,1.01
2024-01-01 03:39:00,False,0.0,1.02
2024-01-01 03:40:00,False,0.0,1.03
2024-01-01 03:41:00,False,0.0,1.04
2024-01-01 03:42:00,True,0.32265646005582116,1.05
2024-01-01 03:43:00,True,0.8373842479205076,1.01
2024-01-01 03:44:00,False,0.0,1.01
2024-01-01 03:45:00,False,0.0,1.02
2024-01-01 03:46:00,False,0.0,1.03
2024-01-01 03:47:00,True,6.583318748177966,1.04
2024-01-01 03:48:00,True,5.185936971050366,1.05
2024-01-01 03:49:00,False,0.0,1.06
2024-01-01 03:50:00,False,0.0,1.07
2024-01-01 03:51:00,False,0.0,1.08
2024-01-01 03:52:00,False,0.0,1.09
2024-01-01 03:53:00,False,0.0,1.1
2024-01-01 03:54:00,False,0.0,1.11
2024-01-01 03:55:00,False,0.0,1.12
2024-01-01 03:56:00,False,0.0,1.1300000000000001
2024-01-01 03:57:00,False,0.0,1.1400000000000001
2024-01-01 03:58:00,False,0.0,1.1500000000000001
2024-01-01 03:59:00,False,0.0,1.1600000000000001
2024-01-01 04:00:00,False,0.0,1.1700000000000002
2024-01-01 04:01:00,False,0.0,1.1800000000000002
2024-01-01 04:02:00,False,0.0,1.1900000000000002
2024-01-01 04:03:00,False,0.0,1.2000000000000002
2024-01-01 04:04:00,False,0.0,1.2100000000000002
2024-01-01 04:05:00,False,0.0,1.2200000000000002
2024-01-01 04:06:00,False,0.0,1.2300000000000002
2024-01-01 04:07:00,False,0.0,1.2400000000000002
2024-01-01 04:08:00,False,0.0,1.2500000000000002
2024-01-01 04:09:00,True,0.18006662789306838,1.2600000000000002
2024-01-01 04:10:00,False,0.0,1.01
2024-01-01 04:11:00,False,0.0,1.02
2024-01-01 04:12:00,False,0.0,1.03
2024-01-01 04:13:00,False,0.0,1.04
2024-01-01 04:14:00,True,4.6925864441006295,1.05
2024-01-01 04:15:00,False,0.0,1.06
2024-01-01 04:16:00,False,0.0,1.07
2024-01-01 04:17:00,False,0.0,1.08
2024-01-01 04:18:00,False,0.0,1.09
2024-01-01 04:19:00,False,0.0,1.1
2024-01-01 04:20:00,False,0.0,1.11
2024-01-01 04:21:00,False,0.0,1.12
2024-01-01 04:22:00,False,0.0,1.1300000000000001
2024-01-01 04:23:00,False,0.0,1.1400000000000001
2024-01-01 04:24:00,False,0.0,1.1500000000000001
2024-01-01 04:25:00,False,0.0,1.1600000000000001
2024-01-01 04:26:00,False,0.0,1.1700000000000002
2024-01-01 04:27:00,False,0.0,1.1800000000000002
2024-01-01 04:28:00,False,0.0,1.1900000000000002
2024-01-01 04:29:00,True,0.15875052400120304,1.2000000000000002
2024-01-01 04:30:00,False,0.0,1.01
2024-01-01 04:31:00,False,0.0,1.02
2024-01-01 04:32:00,True,0.5143099315141063,1.03
2024-01-01 04:33:00,False,0.0,1.01
2024-01-01 04:34:00,True,6.251327788311236,1.02
2024-01-01 04:35:00,True,0.31672156926778616,1.03
2024-01-01 04:36:00,False,0.0,1.01
2024-01-01 04:37:00,True,6.7247008031672415,1.02
2024-01-01 04:38:00,False,0.0,1.03
2024-01-01 04:39:00,True,1.0654951410554108,1.04
2024-01-01 04:40:00,True,4.699464537156032,1.01
2024-01-01 04:41:00,False,0.0,1.02
2024-01-01 04:42:00,False,0.0,1.03
2024-01-01 04:43:00,False,0.0,1.04
2024-01-01 04:44:00,True,5.312252367102555,1.05
2024-01-01 04:45:00,False,0.0,1.06
2024-01-01 04:46:00,True,0.6802068386022481,1.07
2024-01-01 04:47:00,False,0.0,1.01
2024-01-01 04:48:00,False,0.0,1.02
2024-01-01 04:49:00,False,0.0,1.03
2024-01-01 04:50:00,False,0.0,1.04
2024-01-01 04:51:00,True,7.647914460868436,1.05
2024-01-01 04:52:00,False,0.0,1.06
2024-01-01 04:53:00,False,0.0,1.07
2024-01-01 04:54:00,False,0.0,1.08
2024-01-01 04:55:00,False,0.0,1.09
2024-01-01 04:56:00,False,0.0,1.1
2024-01-01 04:57:00,False,0.0,1.11
2024-01-01 04:58:00,False,0.0,1.12
2024-01-01 04:59:00,False,0.0,1.1300000000000001
2024-01-01 05:00:00,False,0.0,1.1400000000000001
2024-01-01 05:01:00,False,0.0,1.1500000000000001
2024-01-01 05:02:00,False,0.0,1.1600000000000001
2024-01-01 05:03:00,False,0.0,1.1700000000000002
2024-01-01 05:04:00,False,0.0,1.1800000000000002
2024-01-01 05:05:00,False,0.0,1.1900000000000002
2024-01-01 05:06:00,False,0.0,1.2000000000000002
2024-01-01 05:07:00,False,0.0,1.2100000000000002
2024-01-01 05:08:00,False,0.0,1.2200000000000002
2024-01-01 05:09:00,False,0.0,1.2300000000000002
2024-01-01 05:10:00,False,0.0,1.2400000000000002
2024-01-01 05:11:00,False,0.0,1.2500000000000002
2024-01-01 05:12:00,False,0.0,1.2600000000000002
2024-01-01 05:13:00,False,0.0,1.2700000000000002
2024-01-01 05:14:00,False,0.0,1.2800000000000002
2024-01-01 05:15:00,False,0.0,1.2900000000000003
2024-01-01 05:16:00,False,0.0,1.3000000000000003
2024-01-01 05:17:00,False,0.0,1.3100000000000003
2024-01-01 05:18:00,False,0.0,1.3200000000000003
2024-01-01 05:19:00,False,0.0,1.3300000000000003
2024-01-01 05:20:00,False,0.0,1.3400000000000003
2024-01-01 05:21:00,False,0.0,1.3500000000000003
2024-01-01 05:22:00,False,0.0,1.3600000000000003
2024-01-01 05:23:00,False,0.0,1.3700000000000003
2024-01-01 05:24:00,False,0.0,1.3800000000000003
2024-01-01 05:25:00,False,0.0,1.3900000000000003
2024-01-01 05:26:00,False,0.0,1.4000000000000004
2024-01-01 05:27:00,False,0.0,1.4100000000000004
2024-01-01 05:28:00,False,0.0,1.4200000000000004
2024-01-01 05:29:00,False,0.0,1.4300000000000004
2024-01-01 05:30:00,False,0.0,1.4400000000000004
2024-01-01 05:31:00,False,0.0,1.4500000000000004
2024-01-01 05:32:00,False,0.0,1.4600000000000004
2024-01-01 05:33:00,False,0.0,1.4700000000000004
2024-01-01 05:34:00,False,0.0,1.4800000000000004
2024-01-01 05:35:00,False,0.0,1.4900000000000004
2024-01-01 05:36:00,False,0.0,1.5000000000000004
2024-01-01 05:37:00,False,0.0,1.5100000000000005
2024-01-01 05:38:00,False,0.0,1.5200000000000005
2024-01-01 05:39:00,False,0.0,1.5300000000000005
2024-01-01 05:40:00,False,0.0,1.5400000000000005
2024-01-01 05:41:00,False,0.0,1.5500000000000005
2024-01-01 05:42:00,False,0.0,1.5600000000000005
2024-01-01 05:43:00,False,0.0,1.5700000000000005
2024-01-01 05:44:00,False,0.0,1.5800000000000005
2024-01-01 05:45:00,False,0.0,1.5900000000000005
2024-01-01 05:46:00,False,0.0,1.6000000000000005
2024-01-01 05:47:00,False,0.0,1.6100000000000005
2024-01-01 05:48:00,False,0.0,1.6200000000000006
2024-01-01 05:49:00,False,0.0,1.6300000000000006
2024-01-01 05:50:00,False,0.0,1.6400000000000006
2024-01-01 05:51:00,False,0.0,1.6500000000000006
2024-01-01 05:52:00,False,0.0,1.6600000000000006
2024-01-01 05:53:00,False,0.0,1.6700000000000006
2024-01-01 05:54:00,False,0.0,1.6800000000000006
2024-01-01 05:55:00,False,0.0,1.6900000000000006
2024-01-01 05:56:00,False,0.0,1.7000000000000006
2024-01-01 05:57:00,False,0.0,1.7100000000000006
2024-01-01 05:58:00,False,0.0,1.7200000000000006
2024-01-01 05:59:00,False,0.0,1.7300000000000006
2024-01-01 06:00:00,False,0.0,1.7400000000000007
2024-01-01 06:01:00,False,0.0,1.7500000000000007
2024-01-01 06:02:00,False,0.0,1.7600000000000007
2024-01-01 06:03:00,False,0.0,1.7700000000000007
2024-01-01 06:04:00,False,0.0,1.7800000000000007
2024-01-01 06:05:00,True,1.0351216231055886,1.7900000000000007
2024-01-01 06:06:00,False,0.0,1.01
2024-01-01 06:07:00,False,0.0,1.02
2024-01-01 06:08:00,False,0.0,1.03
2024-01-01 06:09:00,False,0.0,1.04
2024-01-01 06:10:00,True,5.4772755756317615,1.05
2024-01-01 06:11:00,False,0.0,1.06
2024-01-01 06:12:00,False,0.0,1.07
2024-01-01 06:13:00,False,0.0,1.08
2024-01-01 06:14:00,True,0.7242247989514197,1.09
2024-01-01 06:15:00,False,0.0,1.01
2024-01-01 06:16:00,False,0.0,1.02
2024-01-01 06:17:00,False,0.0,1.03
2024-01-01 06:18:00,False,0.0,1.04
2024-01-01 06:19:00,True,6.326863365591761,1.05
2024-01-01 06:20:00,False,0.0,1.06
2024-01-01 06:21:00,False,0.0,1.07
2024-01-01 06:22:00,False,0.0,1.08
2024-01-01 06:23:00,False,0.0,1.09
2024-01-01 06:24:00,False,0.0,1.1
2024-01-01 06:25:00,False,0.0,1.11
2024-01-01 06:26:00,False,0.0,1.12
2024-01-01 06:27:00,False,0.0,1.1300000000000001
2024-01-01 06:28:00,False,0.0,1.1400000000000001
2024-01-01 06:29:00,False,0.0,1.1500000000000001
2024-01-01 06:30:00,False,0.0,1.1600000000000001
2024-01-01 06:31:00,False,0.0,1.1700000000000002
2024-01-01 06:32:00,False,0.0,1.1800000000000002
2024-01-01 06:33:00,False,0.0,1.1900000000000002
2024-01-01 06:34:00,False,0.0,1.2000000000000002
2024-01-01 06:35:00,False,0.0,1.2100000000000002
2024-01-01 06:36:00,False,0.0,1.2200000000000002
2024-01-01 06:37:00,False,0.0,1.2300000000000002
2024-01-01 06:38:00,False,0.0,1.2400000000000002
2024-01-01 06:39:00,False,0.0,1.2500000000000002
2024-01-01 06:40:00,False,0.0,1.2600000000000002
2024-01-01 06:41:00,False,0.0,1.2700000000000002
2024-01-01 06:42:00,False,0.0,1.2800000000000002
2024-01-01 06:43:00,False,0.0,1.2900000000000003
2024-01-01 06:44:00,False,0.0,1.3000000000000003
2024-01-01 06:45:00,False,0.0,1.3100000000000003
2024-01-01 06:46:00,False,0.0,1.3200000000000003
2024-01-01 06:47:00,False,0.0,1.3300000000000003
2024-01-01 06:48:00,False,0.0,1.3400000000000003
2024-01-01 06:49:00,False,0.0,1.3500000000000003
2024-01-01 06:50:00,False,0.0,1.3600000000000003
2024-01-01 06:51:00,False,0.0,1.3700000000000003
2024-01-01 06:52:00,False,0.0,1.3800000000000003
2024-01-01 06:53:00,False,0.0,1.3900000000000003
2024-01-01 06:54:00,False,0.0,1.4000000000000004
2024-01-01 06:55:00,False,0.0,1.4100000000000004
2024-01-01 06:56:00,False,0.0,1.4200000000000004
2024-01-01 06:57:00,False,0.0,1.4300000000000004
2024-01-01 06:58:00,False,0.0,1.4400000000000004
2024-01-01 06:59:00,False,0.0,1.4500000000000004
2024-01-01 07:00:00,True,0.659136906710277,1.4600000000000004
2024-01-01 07:01:00,False,0.0,1.01
2024-01-01 07:02:00,False,0.0,1.02
2024-01-01 07:03:00,False,0.0,1.03
2024-01-01 07:04:00,True,0.9371109388364945,1.04
2024-01-01 07:05:00,True,5.496770468887419,1.01
2024-01-01 07:06:00,False,0.0,1.02
2024-01-01 07:07:00,False,0.0,1.03
2024-01-01 07:08:00,False,0.0,1.04
2024-01-01 07:09:00,True,4.966671055864109,1.05
2024-01-01 07:10:00,False,0.0,1.06
2024-01-01 07:11:00,False,0.0,1.07
2024-01-01 07:12:00,False,0.0,1.08
2024-01-01 07:13:00,False,0.0,1.09
2024-01-01 07:14:00,False,0.0,1.1
2024-01-01 07:15:00,False,0.0,1.11
2024-01-01 07:16:00,False,0.0,1.12
2024-01-01 07:17:00,False,0.0,1.1300000000000001
2024-01-01 07:18:00,False,0.0,1.1400000000000001
2024-01-01 07:19:00,False,0.0,1.1500000000000001
2024-01-01 07:20:00,False,0.0,1.1600000000000001
2024-01-01 07:21:00,False,0.0,1.1700000000000002
2024-01-01 07:22:00,False,0.0,1.1800000000000002
2024-01-01 07:23:00,False,0.0,1.1900000000000002
2024-01-01 07:24:00,False,0.0,1.2000000000000002
2024-01-01 07:25:00,False,0.0,1.2100000000000002
2024-01-01 07:26:00,False,0.0,1.2200000000000002
2024-01-01 07:27:00,False,0.0,1.2300000000000002
2024-01-01 07:28:00,False,0.0,1.2400000000000002
2024-01-01 07:29:00,False,0.0,1.2500000000000002
2024-01-01 07:30:00,False,0.0,1.2600000000000002
2024-01-01 07:31:00,True,1.0257911687125278,1.2700000000000002
2024-01-01 07:32:00,False,0.0,1.01
2024-01-01 07:33:00,False,0.0,1.02
2024-01-01 07:34:00,False,0.0,1.03
2024-01-01 07:35:00,False,0.0,1.04
2024-01-01 07:36:00,True,6.522752890946277,1.05
2024-01-01 07:37:00,False,0.0,1.06
2024-01-01 07:38:00,False,0.0,1.07
2024-01-01 07:39:00,False,0.0,1.08
2024-01-01 07:40:00,False,0.0,1.09
2024-01-01 07:41:00,False,0.0,1.1
2024-01-01 07:42:00,False,0.0,1.11
2024-01-01 07:43:00,False,0.0,1.12
2024-01-01 07:44:00,False,0.0,1.1300000000000001
2024-01-01 07:45:00,False,0.0,1.1400000000000001
2024-01-01 07:46:00,False,0.0,1.1500000000000001
2024-01-01 07:47:00,False,0.0,1.1600000000000001
2024-01-01 07:48:00,False,0.0,1.1700000000000002
2024-01-01 07:49:00,False,0.0,1.1800000000000002
2024-01-01 07:50:00,False,0.0,1.1900000000000002
2024-01-01 07:51:00,False,0.0,1.2000000000000002
2024-01-01 07:52:00,False,0.0,1.2100000000000002
2024-01-01 07:53:00,False,0.0,1.2200000000000002
2024-01-01 07:54:00,False,0.0,1.2300000000000002
2024-01-01 07:55:00,False,0.0,1.2400000000000002
2024-01-01 07:56:00,False,0.0,1.2500000000000002
2024-01-01 07:57:00,False,0.0,1.2600000000000002
2024-01-01 07:58:00,False,0.0,1.2700000000000002
2024-01-01 07:59:00,False,0.0,1.2800000000000002
2024-01-01 08:00:00,False,0.0,1.2900000000000003
2024-01-01 08:01:00,False,0.0,1.3000000000000003
2024-01-01 08:02:00,False,0.0,1.3100000000000003
2024-01-01 08:03:00,False,0.0,1.3200000000000003
2024-01-01 08:04:00,False,0.0,1.3300000000000003
2024-01-01 08:05:00,False,0.0,1.3400000000000003
2024-01-01 08:06:00,False,0.0,1.3500000000000003
2024-01-01 08:07:00,False,0.0,1.3600000000000003
2024-01-01 08:08:00,False,0.0,1.3700000000000003
2024-01-01 08:09:00,False,0.0,1.3800000000000003
2024-01-01 08:10:00,False,0.0,1.3900000000000003
2024-01-01 08:11:00,False,0.0,1.4000000000000004
2024-01-01 08:12:00,False,0.0,1.4100000000000004
2024-01-01 08:13:00,False,0.0,1.4200000000000004
2024-01-01 08:14:00,False,0.0,1.4300000000000004
2024-01-01 08:15:00,False,0.0,1.4400000000000004
2024-01-01 08:16:00,False,0.0,1.4500000000000004
2024-01-01 08:17:00,False,0.0,1.4600000000000004
2024-01-01 08:18:00,False,0.0,1.4700000000000004
2024-01-01 08:19:00,False,0.0,1.4800000000000004
2024-01-01 08:20:00,False,0.0,1.4900000000000004
2024-01-01 08:21:00,True,0.36540517237735615,1.5000000000000004
2024-01-01 08:22:00,False,0.0,1.01
2024-01-01 08:23:00,True,0.7309315486169919,1.02
2024-01-01 08:24:00,False,0.0,1.01
2024-01-01 08:25:00,False,0.0,1.02
2024-01-01 08:26:00,True,5.8052573476579425,1.03
2024-01-01 08:27:00,False,0.0,1.04
2024-01-01 08:28:00,True,5.16423004641928,1.05
2024-01-01 08:29:00,False,0.0,1.06
2024-01-01 08:30:00,True,1.0380714098025743,1.07
2024-01-01 08:31:00,False,0.0,1.01
2024-01-01 08:32:00,False,0.0,1.02
2024-01-01 08:33:00,False,0.0,1.03
2024-01-01 08:34:00,False,0.0,1.04
2024-01-01 08:35:00,True,6.237674207087251,1.05
2024-01-01 08:36:00,False,0.0,1.06
2024-01-01 08:37:00,False,0.0,1.07
2024-01-01 08:38:00,False,0.0,1.08
2024-01-01 08:39:00,False,0.0,1.09
2024-01-01 08:40:00,False,0.0,1.1
2024-01-01 08:41:00,False,0.0,1.11
2024-01-01 08:42:00,False,0.0,1.12
2024-01-01 08:43:00,False,0.0,1.1300000000000001
2024-01-01 08:44:00,False,0.0,1.1400000000000001
2024-01-01 08:45:00,False,0.0,1.1500000000000001
2024-01-01 08:46:00,False,0.0,1.1600000000000001
2024-01-01 08:47:00,False,0.0,1.1700000000000002
2024-01-01 08:48:00,False,0.0,1.1800000000000002
2024-01-01 08:49:00,False,0.0,1.1900000000000002
2024-01-01 08:50:00,False,0.0,1.2000000000000002
2024-01-01 08:51:00,False,0.0,1.2100000000000002
2024-01-01 08:52:00,False,0.0,1.2200000000000002
2024-01-01 08:53:00,False,0.0,1.2300000000000002
2024-01-01 08:54:00,False,0.0,1.2400000000000002
2024-01-01 08:55:00,False,0.0,1.2500000000000002
2024-01-01 08:56:00,False,0.0,1.2600000000000002
2024-01-01 08:57:00,False,0.0,1.2700000000000002
